Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
543.25,0.49256,124.34,13.052,0.063834,0.12733,0.067408,0.22972,0.055681,0.08697,0.6309404170950573
551.18,0.49191,124.06,13.2,0.063725,0.12738,0.067461,0.23012,0.055689,0.086937,0.6313154444953465
547.6,0.48719,125.76,13.207,0.063704,0.12724,0.067416,0.23101,0.055757,0.086906,0.632030426260571
541.12,0.486,125.62,12.74,0.063988,0.12724,0.067343,0.23267,0.05568,0.087004,0.6339209990579899
552.98,0.46684,127.77,12.921,0.063822,0.12712,0.067462,0.2337,0.055777,0.086834,0.6347117320043256
541.12,0.48627,125.51,12.723,0.063999,0.12725,0.06734,0.23355,0.055674,0.087013,0.6348196561894919
535.24,0.49642,125.81,12.721,0.063993,0.1272,0.067233,0.234,0.055698,0.087079,0.6352041320674829
539.95,0.49637,124.64,12.74,0.063991,0.12732,0.067294,0.23403,0.055656,0.087084,0.6353812887541974
536.62,0.49639,125.84,12.723,0.063985,0.12721,0.067239,0.23427,0.0557,0.087076,0.635477834328043
528.9,0.50732,125.51,13.586,0.063549,0.12716,0.067224,0.23618,0.055813,0.087026,0.6369526126074827
